id,Oficio,Niveles,Recetas,Recursos,Cantidad
1561,Escultor,85,Bastón del Amo de los Jalatós x1,Raíz de abráknido oscuro ,8
1562,Escultor,85,Bastón del Amo de los Jalatós x1,Gafas de pekewobot ,3
1563,Escultor,85,Bastón del Amo de los Jalatós x1,Coraza de Mantícoro ,3
1564,Escultor,85,Bastón del Amo de los Jalatós x1,Bakelitita ,2
1565,Escultor,85,Bastón del Amo de los Jalatós x1,Rosa del desierto ,150
1566,Escultor,86,Raíz Cynorrhodon x1,Concentrado de fajina ,2
1567,Escultor,86,Raíz Cynorrhodon x1,Kólerat muerto ,1
1568,Escultor,86,Raíz Cynorrhodon x1,Tornillo de wabbit ,1
1569,Escultor,86,Raíz Cynorrhodon x1,Pelaje de Nelwynn ,3
1570,Escultor,86,Raíz Cynorrhodon x1,Bola de bolapincho ,3
1571,Escultor,86,Raíz Cynorrhodon x1,Corazón de Mantícoro ,1
1572,Escultor,87,Paloabra oscuro x1,Bakelitita ,2
1573,Escultor,87,Paloabra oscuro x1,Ámbar de abráknido oscuro ,1
1574,Escultor,87,Paloabra oscuro x1,Escamas de uróbolo ,12
1575,Escultor,87,Paloabra oscuro x1,Coraza de Mantícoro ,4
1576,Escultor,87,Paloabra oscuro x1,Rosa del desierto ,150
1577,Escultor,87,Paloabra oscuro x1,Corteza de abráknido venerable ,1
1578,Escultor,88,Bastón de Daigorobo x1,Concentrado de fajina ,2
1579,Escultor,88,Bastón de Daigorobo x1,Bumerán de dok alako ,1
1580,Escultor,88,Bastón de Daigorobo x1,Huevo de dragohuevo pizarroso ,11
1581,Escultor,88,Bastón de Daigorobo x1,Rosa del desierto ,150
1582,Escultor,88,Bastón de Daigorobo x1,Glóbulo de Lasoberaña ,1
1583,Escultor,88,Bastón de Daigorobo x1,Ámbar de abráknido oscuro ,3
1584,Escultor,89,Arco de sram arquero x1,Pañuelo de notyebra ,11
1585,Escultor,89,Arco de sram arquero x1,Piedra medicinal ,13
1586,Escultor,89,Arco de sram arquero x1,Arena fina ,1
1587,Escultor,89,Arco de sram arquero x1,Bakelitita ,2
1588,Escultor,89,Arco de sram arquero x1,Careta de Judini ,3
1589,Escultor,89,Arco de sram arquero x1,Barba de Le Chuko ,2
1590,Escultor,90,Varita Irreal x4,Concentrado de bosquecillo ,4
1591,Escultor,90,Varita Irreal x4,Piedra medicinal ,28
1592,Escultor,90,Varita Irreal x4,Cáscara de dragoss proteiforme ,16
1593,Escultor,90,Varita Irreal x4,Bumerán de warko marrón ,4
1594,Escultor,90,Varita Irreal x4,Barba de Le Chuko ,12
1595,Escultor,90,Varita Irreal x4,Coraza de Mantícoro ,8
1596,Escultor,93,Bastón yondanwa x2,Navaja oxidada ,16
1597,Escultor,93,Bastón yondanwa x2,Pluma de heladíkano ,16
1598,Escultor,93,Bastón yondanwa x2,Tela de abrakno oscuro ,4
1599,Escultor,93,Bastón yondanwa x2,Yema de Abráknido Ancestral ,2
1600,Escultor,93,Bastón yondanwa x2,Concentrado de bosquecillo ,2
1601,Escultor,93,Bastón yondanwa x2,Seda babosa ,6
1602,Escultor,95,Varita Velluda x1,Navaja oxidada ,10
1603,Escultor,95,Varita Velluda x1,Piel de komanbwork ,10
1604,Escultor,95,Varita Velluda x1,Corteza de Liroye Merlín ,2
1605,Escultor,95,Varita Velluda x1,Tejido de Judini ,1
1606,Escultor,95,Varita Velluda x1,Concentrado de bosquecillo xTourmaline ,1
1607,Escultor,96,Arc Anum x4,Máscara de araknotrón rota ,8
1608,Escultor,96,Arc Anum x4,Calzón mono de pirata ,44
1609,Escultor,96,Arc Anum x4,Arakna espachurrada ,4
1610,Escultor,96,Arc Anum x4,Raíz de Abráknido Ancestral ,8
1611,Escultor,96,Arc Anum x4,Tejido de Judini ,4
1612,Escultor,96,Arc Anum x4,Kuarzo ,4
1613,Escultor,100,Arco Jabato x7,Piel de komanbwork ,91
1614,Escultor,100,Arco Jabato x7,Pañuelo de notyebra ,91
1615,Escultor,100,Arco Jabato x7,Tela de abrakno oscuro ,14
1616,Escultor,100,Arco Jabato x7,Raíz de Abráknido Ancestral ,21
1617,Escultor,100,Arco Jabato x7,Turmalina ,7
1618,Escultor,100,Arco Jabato x7,Kuarzo ,7
1619,Escultor,105,Varita Fekal x1,Concentrado de bosquecillo ,2
1620,Escultor,105,Varita Fekal x1,Guijarro lunar ,1
1621,Escultor,105,Varita Fekal x1,Pelo de Dragocerdo ,1
1622,Escultor,105,Varita Fekal x1,Ojo de Karnozor ,1
1623,Escultor,105,Varita Fekal x1,Cáscara de dragoss arcilloso ,3
1624,Escultor,105,Varita Fekal x1,Lengua de ranúfar ,16
1625,Escultor,105,Varita Fekal x1,Calzoncillo de trooloko ,5
1626,Escultor,106,Raíz Sin Semilla x8,Diente de Karnozor ,24
1627,Escultor,106,Raíz Sin Semilla x8,Topacio ,8
1628,Escultor,106,Raíz Sin Semilla x8,Concentrado de bosquecillo ,16
1629,Escultor,106,Raíz Sin Semilla x8,Pluma de dodoncella ,32
1630,Escultor,106,Raíz Sin Semilla x8,Raíz de Abráknido Ancestral ,24
1631,Escultor,106,Raíz Sin Semilla x8,Piel de Moon ,16
1632,Escultor,106,Raíz Sin Semilla x8,Polen de bulbiflor ,112
1633,Escultor,112,Varita Rosca x4,Guijarro lunar ,8
1634,Escultor,112,Varita Rosca x4,Concentrado de espesura ,4
1635,Escultor,112,Varita Rosca x4,Topacio ,8
1636,Escultor,112,Varita Rosca x4,Pluma de trasero de kido ,76
1637,Escultor,112,Varita Rosca x4,Bastón de kilibris ,16
1638,Escultor,112,Varita Rosca x4,Calcetín agujereado de Dramak ,12
1639,Escultor,112,Varita Rosca x4,Cola emplumada de Rasgabola Mayor ,4
1640,Escultor,116,La Raíz Zinzinati x1,Guijarro lunar ,1
1641,Escultor,116,La Raíz Zinzinati x1,Topacio ,2
1642,Escultor,116,La Raíz Zinzinati x1,Concentrado de espesura ,1
1643,Escultor,116,La Raíz Zinzinati x1,Tibia de koalak sepulturero ,14
1644,Escultor,116,La Raíz Zinzinati x1,Cúbito de momia koalak ,16
1645,Escultor,116,La Raíz Zinzinati x1,Brote explosivo de Kodámade ,4
1646,Escultor,116,La Raíz Zinzinati x1,Cola emplumada de Rasgabola Mayor ,1
1647,Escultor,117,Varita de Elya Wood x4,Raíz de Abráknido Ancestral ,12
1648,Escultor,117,Varita de Elya Wood x4,Brote explosivo de Kodámade ,4
1649,Escultor,117,Varita de Elya Wood x4,Raíz de abráknido venerable ,72
1650,Escultor,117,Varita de Elya Wood x4,Ámbar de abráknido oscuro ,16
1651,Escultor,117,Varita de Elya Wood x4,Máscara de araknotrón rota ,16
1652,Escultor,117,Varita de Elya Wood x4,Concentrado de espesura ,4
1653,Escultor,117,Varita de Elya Wood x4,Guijarro lunar ,8
1654,Escultor,120,Arco Mático x3,Entrada de concierto de Diamantina ,3
1655,Escultor,120,Arco Mático x3,Kriptonita ,6
1656,Escultor,120,Arco Mático x3,Pelo de trooléolé ,36
1657,Escultor,120,Arco Mático x3,Píxel de Fraktal ,9
1658,Escultor,120,Arco Mático x3,Crines de trooloko ,51
1659,Escultor,120,Arco Mático x3,Coeur du Capitaine Ekarlate ,6
1660,Escultor,120,Arco Mático x3,Guijarro lunar ,6
1661,Escultor,123,Arco Disuasivo x3,Guijarro lunar ,6
1662,Escultor,123,Arco Disuasivo x3,Topacio ,12
1663,Escultor,123,Arco Disuasivo x3,Étoile d' Oro d’El Piko ,3
1664,Escultor,123,Arco Disuasivo x3,Concentrado de espesura ,6
1665,Escultor,123,Arco Disuasivo x3,Cuerno de minovillo ,63
1666,Escultor,123,Arco Disuasivo x3,Piel de Cocabulia ,6
1667,Escultor,123,Arco Disuasivo x3,Crines de trooloko ,57
1668,Escultor,123,Arco Disuasivo x3,Píxel de Fraktal ,3
1669,Escultor,126,Bastón Kaskador x1,Pelo de minovillo ,22
1670,Escultor,126,Bastón Kaskador x1,Piedra de Trankitronko ,1
1671,Escultor,126,Bastón Kaskador x1,Clavícula de jalamut ,6
1672,Escultor,126,Bastón Kaskador x1,Lana de Jalamut Real ,2
1673,Escultor,126,Bastón Kaskador x1,Concentrado de espesura ,2
1674,Escultor,126,Bastón Kaskador x1,Píxel de Fraktal ,2
1675,Escultor,126,Bastón Kaskador x1,Piel de maestro koalak ,10
1676,Escultor,126,Bastón Kaskador x1,Pelos de Kerubim ,36
1677,Escultor,127,Varita Despistada x3,Cuerno de dragoss proteiforme ,9
1678,Escultor,127,Varita Despistada x3,Cáscara de dragoss arcilloso ,12
1679,Escultor,127,Varita Despistada x3,Corne de Cocabulia ,3
1680,Escultor,127,Varita Despistada x3,Raíz de Abráknido Ancestral ,12
1681,Escultor,127,Varita Despistada x3,Concentrado de espesura ,6
1682,Escultor,127,Varita Despistada x3,Guijarro lunar ,6
1683,Escultor,127,Varita Despistada x3,Piel de maestro koalak ,30
1684,Escultor,127,Varita Despistada x3,Crines de Rata Blanca ,12
1685,Escultor,129,Kelinorrama x1,Guijarro lunar ,2
1686,Escultor,129,Kelinorrama x1,Colmillo de dragohuevo protector ,6
1687,Escultor,129,Kelinorrama x1,Concentrado de espesura ,2
1688,Escultor,129,Kelinorrama x1,Pelo de minovillo ,20
1689,Escultor,129,Kelinorrama x1,Piel de mino ,7
1690,Escultor,129,Kelinorrama x1,Cuerno roto de Cocabulia ,1
1691,Escultor,129,Kelinorrama x1,Cola emplumada de Rasgabola Mayor ,1
1692,Escultor,129,Kelinorrama x1,Pelos del Minotauroro ,3
1693,Escultor,130,Rama de abrajidor oscuro x2,Ámbar de Tynril ,2
1694,Escultor,130,Rama de abrajidor oscuro x2,Pluma de Rasgabola Mayor ,6
1695,Escultor,130,Rama de abrajidor oscuro x2,Cuerno roto de Cocabulia ,2
1696,Escultor,130,Rama de abrajidor oscuro x2,Amígdalas de tufo oscuro ,46
1697,Escultor,130,Rama de abrajidor oscuro x2,Talon d'achille de l’ Abrajidor oscuro ,12
1698,Escultor,130,Rama de abrajidor oscuro x2,Grano de abrajidor oscuro ,52
1699,Escultor,130,Rama de abrajidor oscuro x2,Pepita ,600
1700,Escultor,130,Rama de abrajidor oscuro x2,Concentrado de bosque ,2
1701,Escultor,132,Rama de abrajidor claro x4,Ámbar de Tynril ,4
1702,Escultor,132,Rama de abrajidor claro x4,Raíz de Roble Blando ,12
1703,Escultor,132,Rama de abrajidor claro x4,Cola emplumada de Rasgabola Mayor ,4
1704,Escultor,132,Rama de abrajidor claro x4,Coco de tufo aéreo ,24
1705,Escultor,132,Rama de abrajidor claro x4,Nudo de abrajidor claro ,24
1706,Escultor,132,Rama de abrajidor claro x4,Tocón de abrajidor claro ,96
1707,Escultor,132,Rama de abrajidor claro x4,Concentrado de bosque ,4
1708,Escultor,132,Rama de abrajidor claro x4,Pepita ,1200
1709,Escultor,136,Raíz de diente pe-león x4,Raíz de Roble Blando ,4
1710,Escultor,136,Raíz de diente pe-león x4,Pincho de El Piko ,8
1711,Escultor,136,Raíz de diente pe-león x4,Coco de tufo oscuro ,20
1712,Escultor,136,Raíz de diente pe-león x4,Corteza de diente pe-león ,24
1713,Escultor,136,Raíz de diente pe-león x4,Trama dimensional ,12
1714,Escultor,136,Raíz de diente pe-león x4,Cáliz de diente pe-león ,104
1715,Escultor,136,Raíz de diente pe-león x4,Concentrado de bosque ,4
1716,Escultor,136,Raíz de diente pe-león x4,Pistilo de Tynril ,16
1717,Escultor,139,Basnórquel x4,Pluma de pekegüino ,126
1718,Escultor,139,Basnórquel x4,Aceite de mamagüina ,20
1719,Escultor,139,Basnórquel x4,Pelo de barba de chamángüino ,96
1720,Escultor,139,Basnórquel x4,Pluma de Morsagüino Real ,12
1721,Escultor,139,Basnórquel x4,Piel de Cocabulia ,8
1722,Escultor,139,Basnórquel x4,Pistilo de Tynril ,16
1723,Escultor,139,Basnórquel x4,Trama dimensional ,12
1724,Escultor,139,Basnórquel x4,Kobalita ,8
1725,Escultor,143,Raíz Kyerda Unida x5,Turmalina ,30
1726,Escultor,143,Raíz Kyerda Unida x5,Pistilo de Tynril ,10
1727,Escultor,143,Raíz Kyerda Unida x5,Concentrado de bosque ,10
1728,Escultor,143,Raíz Kyerda Unida x5,Ámbar de abráknido oscuro irascible ,10
1729,Escultor,143,Raíz Kyerda Unida x5,Pata de abrakno irascible ,30
1730,Escultor,143,Raíz Kyerda Unida x5,Brote de abráknido oscuro irascible ,30
1731,Escultor,143,Raíz Kyerda Unida x5,Huevo de Thor Pestruz ,5
1732,Escultor,143,Raíz Kyerda Unida x5,Raíz de Roble Blando ,15
1733,Escultor,147,Arco de Lafrontera x18,Esfenoides del Kimbo ,36
1734,Escultor,147,Arco de Lafrontera x18,Pistilo de Tynril ,54
1735,Escultor,147,Arco de Lafrontera x18,Coco de tufo aéreo ,108
1736,Escultor,147,Arco de Lafrontera x18,Raíz de Roble Blando ,72
1737,Escultor,147,Arco de Lafrontera x18,Tejido de mopet ,36
1738,Escultor,147,Arco de Lafrontera x18,Trasero de tufo aéreo ,576
1739,Escultor,147,Arco de Lafrontera x18,Concentrado de bosque ,36
1740,Escultor,147,Arco de Lafrontera x18,Baba de kasrakol ,594
1741,Escultor,158,Bastón de maestro zoth x10,Calcetín del Kimbo ,10
1742,Escultor,158,Bastón de maestro zoth x10,Pistilo de Tynril ,40
1743,Escultor,158,Bastón de maestro zoth x10,Mecha rebelde de Hell Mina ,30
1744,Escultor,158,Bastón de maestro zoth x10,Tejido zoth ,80
1745,Escultor,158,Bastón de maestro zoth x10,Kristalita ,20
1746,Escultor,158,Bastón de maestro zoth x10,Pipa de la paz zoth ,310
1747,Escultor,158,Bastón de maestro zoth x10,Concentrado de bosque primario ,10
1748,Escultor,158,Bastón de maestro zoth x10,Guijarro solar ,10
1749,Escultor,165,Caña Dashuka x2,Trama dimensional ,18
1750,Escultor,165,Caña Dashuka x2,Cola de miauidizo ,74
1751,Escultor,165,Caña Dashuka x2,Cadena de tigredón ,70
1752,Escultor,165,Caña Dashuka x2,Crines de huerfelino ,78
1753,Escultor,165,Caña Dashuka x2,Bigote de Shogun Tofugawa ,4
1754,Escultor,165,Caña Dashuka x2,Cola de Kanígrula ,2
1755,Escultor,165,Caña Dashuka x2,Fémur de Sfinter Cell ,4
1756,Escultor,165,Caña Dashuka x2,Concentrado de bosque primario ,4
1757,Escultor,167,Arco Tangente x6,Bigote de Shogun Tofugawa ,6
1758,Escultor,167,Arco Tangente x6,Ulna de solfatara ,48
1759,Escultor,167,Arco Tangente x6,Huevo de ventozador ,42
1760,Escultor,167,Arco Tangente x6,Piedra de mofeta ,60
1761,Escultor,167,Arco Tangente x6,Escoria de Obsidiantre ,24
1762,Escultor,167,Arco Tangente x6,Bigotes de Ush ,6
1763,Escultor,167,Arco Tangente x6,Trama dimensional ,54
1764,Escultor,167,Arco Tangente x6,Concentrado de bosque primario ,12
1765,Escultor,172,Bastón Yka x5,Oreja de soryo gélifux ,210
1766,Escultor,172,Bastón Yka x5,Guijarro solar ,10
1767,Escultor,172,Bastón Yka x5,Lana de maho gélifux ,190
1768,Escultor,172,Bastón Yka x5,Concentrado de bosque tropical ,5
1769,Escultor,172,Bastón Yka x5,Cuero de Tengu Gélifux ,5
1770,Escultor,172,Bastón Yka x5,Pezuña de Minotot ,5
1771,Escultor,172,Bastón Yka x5,Brasas azuladas ,10
1772,Escultor,172,Bastón Yka x5,Colmillo de kami gélifux ,45
1773,Escultor,176,Rod Gers x5,Guijarro solar ,10
1774,Escultor,176,Rod Gers x5,Piruta ,5
1775,Escultor,176,Rod Gers x5,Concentrado de bosque tropical ,5
1776,Escultor,176,Rod Gers x5,Forúnculo de mamá bwork ,210
1777,Escultor,176,Rod Gers x5,Calzón de cybwork ,10
1778,Escultor,176,Rod Gers x5,Brasas azuladas ,20
1779,Escultor,176,Rod Gers x5,Etmoides de Minotot ,15
1780,Escultor,176,Rod Gers x5,Piel de Bworker ,5
1781,Escultor,180,Variterela x3,Etmoides de Minotot ,6
1782,Escultor,180,Variterela x3,Trompa de Trompseta ,105
1783,Escultor,180,Variterela x3,Fibra de cáñamo ,27
1784,Escultor,180,Variterela x3,Concentrado de bosque tropical ,6
1785,Escultor,180,Variterela x3,Lamela de champbis ,117
1786,Escultor,180,Variterela x3,Trama dimensional ,27
1787,Escultor,180,Variterela x3,Espina de Ugah ,9
1788,Escultor,180,Variterela x3,Pata de Cil ,6
1789,Escultor,183,Arco de Lamelas x1,Lengua de champidonte ,54
1790,Escultor,183,Arco de Lamelas x1,Espina de Ugah ,2
1791,Escultor,183,Arco de Lamelas x1,Trama dimensional ,12
1792,Escultor,183,Arco de Lamelas x1,Concentrado de bosque tropical ,2
1793,Escultor,183,Arco de Lamelas x1,Corteza de champáknido ,3
1794,Escultor,183,Arco de Lamelas x1,Brasas azuladas ,1
1795,Escultor,183,Arco de Lamelas x1,Cuero de Tengu Gélifux ,1
1796,Escultor,183,Arco de Lamelas x1,Baba de seta peleona ,6
1797,Escultor,184,Arco coa x3,Concentrado de bosque tropical ,6
1798,Escultor,184,Arco coa x3,Brasas azuladas ,12
1799,Escultor,184,Arco coa x3,Raíz de korrosif ,27
1800,Escultor,184,Arco coa x3,Trama dimensional ,36
1801,Escultor,184,Arco coa x3,Oreja de galerina ,27
1802,Escultor,184,Arco coa x3,Fragmento de Ugahlureta ,3
1803,Escultor,184,Arco coa x3,Pata de Cil ,12
1804,Escultor,184,Arco coa x3,Lamela de cortinaria ,39
1805,Escultor,187,Varita Bakera x5,Brasas azuladas ,20
1806,Escultor,187,Varita Bakera x5,Pedúnculo de cortinaria ,10
1807,Escultor,187,Varita Bakera x5,Trama dimensional ,60
1808,Escultor,187,Varita Bakera x5,Ventosa del kralamar gigante ,15
1809,Escultor,187,Varita Bakera x5,Pata de Cil ,15
1810,Escultor,187,Varita Bakera x5,Lamela de cortinaria ,65
1811,Escultor,187,Varita Bakera x5,Volva de galerina ,260
1812,Escultor,187,Varita Bakera x5,Concentrado de bosque tropical ,10
1813,Escultor,191,Báculo de Setador x8,Cuerno de XLII ,16
1814,Escultor,191,Báculo de Setador x8,Ojo de setador ,504
1815,Escultor,191,Báculo de Setador x8,Corteza de champáknido ,432
1816,Escultor,191,Báculo de Setador x8,Fibra de cáñamo ,80
1817,Escultor,191,Báculo de Setador x8,Fragmento de Ugahlureta ,8
1818,Escultor,191,Báculo de Setador x8,Ojo de Anelidón ,24
1819,Escultor,191,Báculo de Setador x8,Concentrado de selva ,8
1820,Escultor,191,Báculo de Setador x8,Trama dimensional ,96
1821,Escultor,197,Bastoncito Feho x3,Bec du Güinórdido ,144
1822,Escultor,197,Bastoncito Feho x3,Corazón de cuerastro ,24
1823,Escultor,197,Bastoncito Feho x3,Cuero cabelludo de Klim ,3
1824,Escultor,197,Bastoncito Feho x3,Lana de Sylargh ,9
1825,Escultor,197,Bastoncito Feho x3,Uña de Bworker ,9
1826,Escultor,197,Bastoncito Feho x3,Concentrado de selva ,3
1827,Escultor,197,Bastoncito Feho x3,Turmalina ,36
1828,Escultor,197,Bastoncito Feho x3,Tuerca nueva ,3
1829,Manitas,0,Llave de la cripta de Chadalid x9,Reliquia de Incarnam ,27
1830,Manitas,0,Llave de la cripta de Chadalid x9,Cenizas Eternas ,45
1831,Manitas,5,Fulminadora de fresno x31,Madera de fresno ,620
1832,Manitas,5,Fulminadora de fresno x31,Caracola marina ,310
1833,Manitas,15,Fulminadora de Mob Lasponja x11,Esencia de Mob Lasponja ,11
1834,Manitas,15,Fulminadora de Mob Lasponja x11,Graines de Scorbuto ,11
1835,Manitas,15,Fulminadora de Mob Lasponja x11,Cuero de puerkazo ,22
1836,Manitas,15,Fulminadora de Mob Lasponja x11,Hoja de pekekoko ,22
1837,Manitas,15,Fulminadora de Mob Lasponja x11,Tornillo de wabbit ,11
1838,Manitas,15,Abrevadero de girasol hambriento x10,Esencia de Girasol Hambriento ,10
1839,Manitas,15,Abrevadero de girasol hambriento x10,Aletas de competición ,20
1840,Manitas,15,Abrevadero de girasol hambriento x10,Sello real falso ,20
1841,Manitas,15,Abrevadero de girasol hambriento x10,Cacho de blop índigo ,10
1842,Manitas,15,Abrevadero de girasol hambriento x10,Escama de dragoss arcilloso ,10
1843,Manitas,25,Aporreadora de Jalató Real x9,Esencia de Jalató Real ,9
1844,Manitas,25,Aporreadora de Jalató Real x9,Bisagra rota ,18
1845,Manitas,25,Aporreadora de Jalató Real x9,Caparazón amarillo ,18
1846,Manitas,25,Aporreadora de Jalató Real x9,Cola de escordión bleu ,9
1847,Manitas,25,Aporreadora de Jalató Real x9,Pluma de bebedor ,9
1848,Manitas,25,Aporreadora de Chadalid x10,Esencia de Chadalid ,10
1849,Manitas,25,Aporreadora de Chadalid x10,Garra de robionicle ,20
1850,Manitas,25,Aporreadora de Chadalid x10,Caparazón rojo ,20
1851,Manitas,25,Aporreadora de Chadalid x10,Ojo de yenaparda ,10
1852,Manitas,25,Aporreadora de Chadalid x10,Pluma de cuerbok domesticado ,10
1853,Manitas,35,Abrevadero de Blatarata x1,Esencia de Blatarata ,1
1854,Manitas,35,Abrevadero de Blatarata x1,Fluido glacial ,2
1855,Manitas,35,Abrevadero de Blatarata x1,Tatuaje de chico malo ,2
1856,Manitas,35,Abrevadero de Blatarata x1,Cacho de blop reineta ,1
1857,Manitas,35,Abrevadero de Blatarata x1,Piel de dragnarok ,1
1858,Manitas,35,Pesebre de Batofu x1,Esencia de Batofu ,1
1859,Manitas,35,Pesebre de Batofu x1,Pelos de la barba de bwork mago ,2
1860,Manitas,35,Pesebre de Batofu x1,Laminilla de champo marrón ,2
1861,Manitas,35,Pesebre de Batofu x1,Tejido de rata kekomepoko ,1
1862,Manitas,35,Pesebre de Batofu x1,Oreja de medibwork ,1
1863,Manitas,35,Acariciador de Boostacho x2,Esencia de Boostacho ,2
1864,Manitas,35,Acariciador de Boostacho x2,Papel carbón ,4
1865,Manitas,35,Acariciador de Boostacho x2,Colmillo de jabalí ,4
1866,Manitas,35,Acariciador de Boostacho x2,Glándula de arak-hai ,2
1867,Manitas,35,Acariciador de Boostacho x2,Ratón verde ,2
1868,Manitas,35,Dragonalgas de Escarajefe Dorado x2,Esencia del Escarajefe Dorado ,2
1869,Manitas,35,Dragonalgas de Escarajefe Dorado x2,Bigotes de pekewabbit ,4
1870,Manitas,35,Dragonalgas de Escarajefe Dorado x2,Bulbo de malibut ,4
1871,Manitas,35,Dragonalgas de Escarajefe Dorado x2,Pelo de vetorano ,2
1872,Manitas,35,Dragonalgas de Escarajefe Dorado x2,Brote de piroliena ,2
1873,Manitas,40,Llave de la Akademia de los Goblins x33,Catalejo de gobletrotter ,66
1874,Manitas,40,Llave de la Akademia de los Goblins x33,Tambor de gobsalía ,66
1875,Manitas,40,Llave de la Akademia de los Goblins x33,Gorro de gobalista ,66
1876,Manitas,40,Llave de la Akademia de los Goblins x33,Pico de pica de gobobo ,66
1877,Manitas,40,Llave de la Akademia de los Goblins x33,Carne industrial ,66
1878,Manitas,40,Llave de la Akademia de los Goblins x33,Pez gatito ,66
1879,Manitas,40,Llave de la Akademia de los Goblins x33,Trébol de 5 hojas ,66
1880,Manitas,40,Llave de la Akademia de los Goblins x33,Avena ,66
1881,Manitas,45,Acariciador de herreros x2,Esencia de herreros ,2
1882,Manitas,45,Acariciador de herreros x2,Espejo dopeul ,4
1883,Manitas,45,Acariciador de herreros x2,Avellana ,4
1884,Manitas,45,Acariciador de herreros x2,Glándula de arak-hai ,2
1885,Manitas,45,Acariciador de herreros x2,Piel de culebrón ,2
1886,Manitas,45,Pesebre de Bworka x2,Esencia de Bworka ,2
1887,Manitas,45,Pesebre de Bworka x2,Hombrera de bwork ,4
1888,Manitas,45,Pesebre de Bworka x2,Laminilla de champo rojo ,4
1889,Manitas,45,Pesebre de Bworka x2,Pinza de cangrabino ,2
1890,Manitas,45,Pesebre de Bworka x2,Bota agujereada de megabwork ,2
1891,Manitas,45,Dragonalgas del director Grunob x3,Esencia del director Grunob ,3
1892,Manitas,45,Dragonalgas del director Grunob x3,Colmillo de goblin ,6
1893,Manitas,45,Dragonalgas del director Grunob x3,Pico de pica de gobobo ,3
1894,Manitas,45,Dragonalgas del director Grunob x3,Pico de kwak de hielo ,3
1895,Manitas,45,Dragonalgas del director Grunob x3,Piel de larva dorada ,3
1896,Manitas,50,Llave del Refugio Silvestre x29,Cuerno de bufalento ,58
1897,Manitas,50,Llave del Refugio Silvestre x29,Garra de pesadoso ,58
1898,Manitas,50,Llave del Refugio Silvestre x29,Pluma de thorondeoro ,58
1899,Manitas,50,Llave del Refugio Silvestre x29,Piel de timongosta ,58
1900,Manitas,50,Llave del Refugio Silvestre x29,Carne tierna ,58
1901,Manitas,50,Llave del Refugio Silvestre x29,Pescado empanado ,58
1902,Manitas,50,Llave del Refugio Silvestre x29,Trébol de 5 hojas ,87
1903,Manitas,50,Llave del Refugio Silvestre x29,Avena ,87
1904,Manitas,55,Pesebre del kaníbola Daldrrak x7,Esencia del Kaníbola Daldrrak ,7
1905,Manitas,55,Pesebre del kaníbola Daldrrak x7,Pelos de la barba de bwork mago ,14
1906,Manitas,55,Pesebre del kaníbola Daldrrak x7,Laminilla de champo rojo ,14
1907,Manitas,55,Pesebre del kaníbola Daldrrak x7,Pluma de heladíkano ,7
1908,Manitas,55,Pesebre del kaníbola Daldrrak x7,Piel de komanbwork ,7
1909,Manitas,55,Pesebre del kaníbola Daldrrak x7,Cola de milubo ,7
1910,Manitas,60,Acariciador de pluma de tofu maléfico x16,Pluma de tofu maléfico ,16
1911,Manitas,60,Acariciador de pluma de tofu maléfico x16,Espejo dopeul ,32
1912,Manitas,60,Acariciador de pluma de tofu maléfico x16,Defensa de Jabalí ,32
1913,Manitas,60,Acariciador de pluma de tofu maléfico x16,Glándula de arak-hai ,16
1914,Manitas,60,Acariciador de pluma de tofu maléfico x16,Ala de zumbobo ,16
1915,Manitas,70,Llave de la Prueba de Dragenerys x31,Cáscara de dragohuevo arcilloso ,62
1916,Manitas,70,Llave de la Prueba de Dragenerys x31,Cáscara de dragohuevo carbonoso ,62
1917,Manitas,70,Llave de la Prueba de Dragenerys x31,Cáscara de dragohuevo pizarroso ,62
1918,Manitas,70,Llave de la Prueba de Dragenerys x31,Cáscara de dragohuevo calizo ,62
1919,Manitas,70,Llave de la Prueba de Dragenerys x31,Carne rancia ,62
1920,Manitas,70,Llave de la Prueba de Dragenerys x31,Sardina brillante ,62
1921,Manitas,70,Llave de la Prueba de Dragenerys x31,Menta salvaje ,93
1922,Manitas,70,Llave de la Prueba de Dragenerys x31,Lúpulo ,93
1923,Manitas,75,Dragonalgas de Gurlo el Terrible x7,Esencia de Gurlo el Terrible ,7
1924,Manitas,75,Dragonalgas de Gurlo el Terrible x7,Pañuelo de black wabbit esqueleto ,41
1925,Manitas,75,Dragonalgas de Gurlo el Terrible x7,Coxis de coralador ,14
1926,Manitas,75,Dragonalgas de Gurlo el Terrible x7,Seta ,7
1927,Manitas,75,Dragonalgas de Gurlo el Terrible x7,Rueda de pequeciclo ,7
1928,Manitas,75,Dragonalgas de Gurlo el Terrible x7,Pelos de koalak coco ,7
1929,Manitas,80,Llave del Cementerio de los Mastodontes x29,Escamas de uróbolo ,58
1930,Manitas,80,Llave del Cementerio de los Mastodontes x29,Cola de escordión bleu ,58
1931,Manitas,80,Llave del Cementerio de los Mastodontes x29,Cola de fénex ,58
1932,Manitas,80,Llave del Cementerio de los Mastodontes x29,Ojo de yenaparda ,58
1933,Manitas,80,Llave del Cementerio de los Mastodontes x29,Carne sanguinolenta ,58
1934,Manitas,80,Llave del Cementerio de los Mastodontes x29,Lucio ,58
1935,Manitas,80,Llave del Cementerio de los Mastodontes x29,Orquídea freyesca ,58
